Molecular Weight,AlogP,Smiles,IC50_nM,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
441.79,4.99,O=C(NCC(c1ccc(F)cc1)c1cnc(C(F)(F)F)nc1)c1cccc(F)c1Cl,1.8,8.74,19.79,0.4,3.75,15.93
465.83,5.63,O=C(NCC(c1cnc(C(F)(F)F)nc1)C1CCC(F)(F)CC1)c1cccc(F)c1Cl,44.0,7.36,15.79,0.32,1.73,13.4
399.27,5.64,O=C(NCC(CC1CC1)c1ccc(C(F)F)nc1)c1cccc(Cl)c1Cl,24.0,7.62,19.08,0.4,1.98,18.15
584.98,4.74,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CCOCC3)ccc12,25.0,7.6,13.0,0.26,2.86,9.11
435.84,4.45,CC[C@H]1Cn2c(nnc2-c2cccnc2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1.4,8.85,20.31,0.4,4.4,13.85
353.81,3.03,Cc1cccc(C(=O)N2CCc3c(ncnc3-c3ccn[nH]3)C2)c1Cl,243.8,6.61,18.69,0.36,3.58,8.84
436.83,3.71,CC1Cc2c(nc(N)nc2-c2ccn[nH]2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,316.2,6.5,14.88,0.3,2.79,6.45
361.45,3.38,Cc1ccc(C(=O)N2Cc3nc(C)nc(-c4ccn[nH]4)c3CC2C)c(C)c1,11402.5,4.94,13.68,0.25,1.56,6.61
369.38,3.04,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(F)cc1F)C2,28.5,7.54,20.43,0.38,4.51,10.09
434.19,5.26,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1CCCc2nc(Br)sc21,12.0,7.92,18.24,0.47,2.66,18.86
371.91,4.5,O=C(NCC1(c2ccc(Cl)nc2)CCCCC1)C1CCCc2[nH]ccc21,3.4,8.47,22.77,0.44,3.97,14.66
341.58,3.67,O=C(Cn1cnc2c(Cl)ncnc21)c1ccc(Cl)cc1Cl,9000.0,5.05,14.77,0.33,1.38,8.32
397.85,3.85,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(NCCO)ccc12,72.0,7.14,17.95,0.36,3.29,9.62
406.9,6.1,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(C3CCCC3)ccc12,160.0,6.8,16.7,0.33,0.7,16.18
441.88,4.11,O=C(NCC1(O)CCCC(F)(F)C1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,26.7,7.57,17.14,0.34,3.46,11.57
323.44,2.81,N#C/N=C(/NCc1ccccn1)NCC12CC3CC(CC(C3)C1)C2,138.0,6.86,21.21,0.39,4.05,9.38
323.44,2.81,N#C/N=C(/NCc1ccncc1)NCC12CC3CC(CC(C3)C1)C2,389.0,6.41,19.82,0.36,3.6,8.77
420.37,3.11,Cc1c(C(=O)N2Cc3nnn(-c4ncc(F)cn4)c3CC2C)cccc1C(F)(F)F,15.9,7.8,18.55,0.36,4.69,10.15
424.33,2.94,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1F,4.8,8.32,19.6,0.38,5.38,10.83
422.8,3.32,C[C@H]1Cc2c(nnn2-c2ncccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,1.1,8.96,21.19,0.42,5.64,11.66
419.29,4.86,CC1Cc2c(nnn2-c2ccc(F)cc2)C(C)N1C(=O)c1cccc(Cl)c1Cl,81.5,7.09,16.91,0.35,2.23,13.89
420.34,4.07,O=C(NCC(c1ccc(C2CC2)nc1)N1CCOCC1)c1cccc(Cl)c1Cl,8.2,8.09,19.24,0.39,4.02,14.85
374.87,2.63,Cc1ncc(C(CNC(=O)c2ccccc2Cl)N2CCCOCC2)cn1,680.0,6.17,16.45,0.32,3.54,9.16
478.85,4.54,Cc1ncc(C(CNC(=O)c2cccc(OC(F)(F)F)c2Cl)N2CCC(F)(F)CC2)cn1,40.0,7.4,15.45,0.32,2.86,10.98
290.36,1.61,O=C(N[C@H](CO)C1CCCCC1)C1COc2ncccc21,1070.0,5.97,20.56,0.39,4.36,8.36
367.23,3.1,O=C(N[C@H](CO)c1ccc(Cl)cc1Cl)[C@H]1CCOc2ncccc21,70.8,7.15,19.47,0.41,4.05,10.01
421.81,4.09,CC1c2ncn(-c3ncccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,34.4,7.46,17.69,0.35,3.37,11.68
360.41,4.06,O=C(NCc1ccc(Oc2ccccc2)cc1)C1CCOc2ncccc21,255.0,6.59,18.29,0.33,2.53,10.91
482.81,3.97,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)c1cccc(C(F)(F)F)c1Cl,9.9,8.0,16.58,0.34,4.03,11.88
443.32,5.2,COc1ccc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CCC(F)(F)CC2)cc1,0.6,9.22,20.8,0.43,4.02,22.18
437.82,5.44,CC1c2ncn(-c3ccc(F)cc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,78.0,7.11,16.23,0.32,1.67,18.64
421.81,4.09,CC1c2ncn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,77.0,7.11,16.86,0.34,3.02,11.13
439.8,4.23,C[C@@H]1c2ncn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,34.0,7.47,16.98,0.34,3.24,11.69
412.86,4.47,COCCOc1ccc2c(C(=O)NCC3CCC(F)(F)CC3)c(Cl)ccc2n1,140.0,6.85,16.6,0.33,2.38,11.34
465.84,4.9,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CCC[C@@H]1c1nnc(-c3ccc(F)cn3)n1C2,5688.5,5.25,11.26,0.22,0.35,8.21
351.23,3.88,Cc1cc(Cl)cc(Cl)c1CC(=O)NC1CCOc2ncccc21,43.0,7.37,20.97,0.44,3.49,14.38
357.62,3.83,O=C(Cc1ccc(Cl)cc1Cl)NC1COc2cnc(Cl)cc21,350.0,6.46,18.05,0.4,2.63,12.6
370.76,4.11,CC(C(=O)NC1COc2ncccc21)c1cccc(C(F)(F)F)c1Cl,52.0,7.28,19.65,0.4,3.17,14.22
424.73,4.57,O=C(Cc1cccc(C(F)(F)F)c1Cl)NC1COc2nccc(C(F)(F)F)c21,861.0,6.07,14.28,0.3,1.49,11.84
448.84,3.84,O=C1c2nnc(-c3ncccn3)n2C[C@H](C2CC2)N1Cc1cccc(C(F)(F)F)c1Cl,1.0,9.0,20.05,0.4,5.16,11.72
389.25,3.09,C[C@@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(Cl)c1Cl,931.1,6.03,15.49,0.32,2.94,7.85
475.34,5.4,CC1(C)CCN(C(CNC(=O)c2cccc(Cl)c2Cl)c2cnc(C(F)(F)F)nc2)CC1,2500.0,5.6,11.79,0.25,0.2,9.64
394.85,3.64,Cc1ncc(C(CNC(=O)c2ccccc2Cl)N2CCCC(F)(F)C2)cn1,28.0,7.55,19.13,0.38,3.91,13.0
310.42,2.07,O=C(N[C@H](CO)C1CCCCC1)C1CCOc2ncsc21,340.0,6.47,20.84,0.42,4.4,9.05
422.8,3.45,C[C@H]1Cn2c(nnc2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,15.9,7.8,18.45,0.37,4.35,10.15
449.28,3.73,COc1cc(Br)c(NC(=O)C2=CNC(=O)C[C@H]2c2cccc(F)c2)cc1OC,107.0,6.97,15.52,0.34,3.24,9.09
568.66,5.35,COc1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,77.0,7.11,12.51,0.24,1.76,6.86
630.73,7.14,O=C(c1ccc(Oc2ccccc2)cc1)N1CCC(n2cncc2-c2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,187.0,6.73,10.67,0.2,-0.41,6.49
555.66,4.73,CN(C)c1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc(C#N)c4)cc3)CC2)cc1,32.0,7.5,13.49,0.26,2.76,6.91
600.7,4.7,COc1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc(C(=O)NC5CC5)c4)cc3)CC2)cc1,244.0,6.61,11.01,0.21,1.91,5.52
647.08,5.83,CNC(=O)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc(Cl)c(C(F)(F)F)c4)CC3)cc2)c1,1.76,8.75,13.53,0.27,2.92,7.92
580.71,6.47,CC(C)c1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,37.0,7.43,12.8,0.24,0.96,7.87
673.11,6.36,O=C(NC1CC1)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc(Cl)c(C(F)(F)F)c4)CC3)cc2)c1,88.0,7.06,10.48,0.21,0.7,6.38
555.66,4.96,CN(C)c1ccc(C(=O)N2CCC(c3nc4cc(OS(=O)(=O)c5cccc6cnccc56)ccc4[nH]3)CC2)cc1,41.0,7.39,13.29,0.25,2.43,6.81
568.66,5.35,COc1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,64.0,7.19,12.65,0.24,1.84,6.94
589.63,4.06,CNC(=O)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc([N+](=O)[O-])cc4)CC3)cc2)c1,26.0,7.58,12.86,0.25,3.53,4.93
663.42,1.13,N.N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]2O[C@@H](c3ccccc3)O[C@H]21,8530.0,5.07,8.52,0.18,3.94,1.97
391.23,3.91,O=C(c1ccc(Cl)cc1Cl)N1CCc2c(ncn2-c2ccc(F)cn2)C1,880.0,6.06,15.48,0.32,2.15,11.87
420.82,4.7,C[C@@H]1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,15.0,7.82,18.59,0.37,3.12,15.33
392.32,2.41,O=C(c1cccc(C(F)(F)F)c1F)N1CCc2c(nnn2-c2cnccn2)C1,105.8,6.98,17.78,0.34,4.57,9.08
436.83,3.8,Cc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3C)n1,18.8,7.73,17.69,0.35,3.93,10.06
420.37,3.28,Cc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2F)C3C)n1,13.1,7.88,18.75,0.36,4.6,10.26
452.84,5.23,C[C@@H]1Cc2c(nnn2-c2ccc(F)cc2)[C@H](C)N1C(=O)c1cccc(C(F)(F)F)c1Cl,6902.4,5.16,11.4,0.23,-0.07,10.12
451.95,4.65,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CCC(CCO)C3)ccc12,100.0,7.0,15.49,0.31,2.35,10.69
354.8,2.43,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1ccccc1Cl,216.0,6.67,18.79,0.36,4.24,8.68
423.25,4.61,CC1c2ncn(-c3ccc(F)cn3)c2CCN1C(=O)c1ccc(F)c(Cl)c1Cl,19.4,7.71,18.22,0.38,3.1,15.12
424.79,4.48,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(-c3cncc(F)c3)n[nH]c2C1,204.2,6.69,15.75,0.32,2.21,10.81
407.24,3.09,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(Cl)c1Cl,1.0,9.0,22.1,0.46,5.91,11.72
426.87,4.69,COc1cccc(C(=O)NCC(c2ccc(F)cc2)N2CCC(F)(F)CC2)c1Cl,2.6,8.59,20.11,0.4,3.9,20.65
302.76,2.87,CN(Cc1ccc(Cl)cc1)C(=O)C1COc2ncccc21,1087.0,5.96,19.7,0.39,3.09,14.06
318.42,2.4,O=C(NC(CO)C1CCCCCC1)C1CCOc2ncccc21,276.0,6.56,20.6,0.39,4.16,9.18
275.31,0.47,NC(=O)C1(NC(=O)C2COc3ncccc32)CCCC1,3850.0,5.42,19.67,0.37,4.94,5.74
455.43,4.17,O=C(NCC(c1ccc(C(F)(F)F)cc1)N1CCC(F)(F)CC1)C1COc2ncccc21,122.0,6.91,15.18,0.3,2.74,12.69
268.32,2.18,Cc1ccccc1CC(=O)NC1COc2ncccc21,1310.0,5.88,21.92,0.4,3.7,11.49
300.33,2.79,O=C(CCCc1ccc(F)cc1)NC1COc2ncccc21,2027.0,5.69,18.96,0.35,2.9,11.12
370.76,4.11,CC(C(=O)NC1COc2ncccc21)c1cccc(C(F)(F)F)c1Cl,24.0,7.62,20.55,0.42,3.51,14.88
341.17,3.32,O=C(Cc1cc(F)c(Cl)cc1Cl)NC1COc2ncccc21,332.0,6.48,18.99,0.4,3.16,12.65
299.42,3.1,O=C(NCc1ccccn1)NCC12CC3CC(CC(C3)C1)C2,5950.0,5.22,17.45,0.32,2.13,9.67
342.41,2.94,Cc1ccccc1C(=O)NCC(c1ccc(F)cc1)N1CCOCC1,110.0,6.96,20.32,0.38,4.02,16.74
465.83,5.1,O=C(NCC(c1ccc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(F)cccc1Cl,3.0,8.52,18.3,0.38,3.42,18.84
411.86,4.38,Cc1ccc(C(CNC(=O)c2cccc(F)c2Cl)N2CCC(F)(F)CC2)cn1,21.0,7.68,18.64,0.37,3.3,16.97
412.84,3.78,Cc1ncc(C(CNC(=O)c2cccc(F)c2Cl)N2CCC(F)(F)CC2)cn1,15.0,7.82,18.95,0.38,4.04,13.46
392.86,2.77,Cc1ncc(C(CNC(=O)c2c(F)cccc2Cl)N2CCCOCC2)cn1,820.0,6.09,15.49,0.31,3.32,9.04
426.87,4.69,COc1cccc(C(=O)NCC(c2ccc(F)cc2)N2CCC(F)(F)CC2)c1Cl,2.6,8.59,20.11,0.4,3.9,20.65
412.84,3.78,Cc1ncc(C(CNC(=O)c2cccc(F)c2Cl)N2CCCC(F)(F)C2)cn1,41.0,7.39,17.89,0.36,3.61,12.71
382.84,3.28,Cn1cc(C(CNC(=O)c2ccccc2Cl)N2CCC(F)(F)CC2)cn1,230.0,6.64,17.34,0.35,3.36,13.23
431.27,3.52,O=C(NCC(c1cnc(C(F)F)nc1)N1CCOCC1)c1cccc(Cl)c1Cl,9.6,8.02,18.59,0.39,4.5,11.9
414.82,3.01,O=C(NCC(c1cnc(C(F)F)nc1)N1CCOCC1)c1cccc(F)c1Cl,38.0,7.42,17.89,0.36,4.41,11.02
372.73,2.78,O=C(Cc1cccc(C(F)(F)F)c1Cl)NC1COc2c1ccc[n+]2[O-],123.0,6.91,18.54,0.38,4.13,10.59
455.89,4.74,Cc1nc(C)c(-c2nnc3n2C[C@H](C)N(Cc2cccc(C(F)(F)F)c2Cl)C3=O)s1,22.4,7.65,16.78,0.35,2.91,11.97
377.85,3.44,Cc1ncc(C2(C(C)NC(=O)c3c(F)cccc3Cl)CCOCC2)cn1,55.0,7.26,19.21,0.38,3.82,11.32
381.41,2.91,COc1cccc(C(=O)N2Cc3nc(C)nc(-c4ccn[nH]4)c3CC2C)c1F,1156.1,5.94,15.57,0.29,3.03,7.07
418.81,4.41,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncnc2-c2ccccn2)C1,1995.0,5.7,13.61,0.27,1.29,9.66
435.84,4.43,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,11.1,7.96,18.25,0.36,3.52,10.64
410.79,3.38,C[C@H]1Cn2c(nnc2-c2cn[nH]c2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,96.6,7.01,17.08,0.34,3.64,8.8
370.76,3.94,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCOc2ncccc21,2.7,8.57,23.11,0.47,4.63,16.73
350.46,3.97,O=C(NCC1(c2ccccc2)CCCCC1)C1CCOc2ncccc21,25.8,7.59,21.65,0.4,3.62,14.82
423.4,1.56,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)C1COc2ncccc21,29.0,7.54,17.8,0.34,5.98,8.42
313.74,2.4,N#Cc1ccc(CNC(=O)C2COc3ncccc32)c(Cl)c1,389.0,6.41,20.43,0.4,4.01,8.55
457.4,2.96,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)C1COc2ncccc21,46.9,7.33,16.02,0.31,4.37,9.13
349.22,3.67,O=C(NC1CCc2cc(Cl)cc(Cl)c21)C1COc2ncccc21,9.5,8.02,22.97,0.48,4.35,15.66
721.86,5.13,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,96000.0,4.02,5.57,0.11,-1.11,3.09
406.13,4.56,O=C(NCc1c(Cl)cc(Cl)cc1Br)C1CCc2ncsc21,4.5,8.35,20.55,0.54,3.79,19.88
341.26,3.84,O=C(NCCc1ccc(Cl)cc1Cl)C1CCc2ncsc21,122.0,6.91,20.26,0.45,3.07,16.46
343.24,3.63,O=C(NCc1cccc(Cl)c1Cl)C1CCOc2ncsc21,44.0,7.36,21.43,0.48,3.73,14.36
373.26,3.12,O=C(NCc1c(Cl)cc(Cl)cc1CO)C1CCOc2ncsc21,5.2,8.28,22.19,0.49,5.16,11.59
341.26,4.19,O=C(NCc1cccc(Cl)c1Cl)C1CCCc2ncsc21,8.9,8.05,23.59,0.52,3.86,19.17
371.29,3.72,O=C(N[C@H](CO)c1ccc(Cl)cc1Cl)C1CCCc2ncsc21,96.0,7.02,18.9,0.42,3.3,11.28
371.29,3.68,O=C(NCc1c(Cl)cc(Cl)cc1CO)C1CCCc2ncsc21,2.7,8.57,23.08,0.51,4.89,13.77
453.71,5.31,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCCc2nc(Br)sc21,13.0,7.89,17.38,0.43,2.58,18.78
355.29,4.58,O=C(NCc1ccc(Cl)cc1Cl)C1CCCCc2ncsc21,36.0,7.44,20.95,0.46,2.86,17.73
453.83,4.57,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1ccc(F)c(C(F)(F)F)c1Cl)C2,10.0,8.0,17.63,0.35,3.43,10.7
420.82,4.53,C[C@H]1Cc2c(nnn2-c2ccccc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,8.0,8.1,19.24,0.38,3.57,15.87
333.8,2.85,N#Cc1cccc(CNC(=O)C2CCOc3ncsc32)c1Cl,71.0,7.15,21.42,0.44,4.3,9.53
290.36,1.61,O=C(N[C@H](CO)C1CCCCC1)C1COc2ncccc21,106.0,6.97,24.02,0.45,5.36,9.76
369.22,3.96,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1(F)CCOc2ncccc21,3.1,8.51,23.04,0.48,4.55,16.61
403.43,2.24,Cc1ncc(C(CNC(=O)C2COc3ncccc32)N2CCC(F)(F)CC2)cn1,58.9,7.23,17.92,0.34,4.99,9.01
337.21,3.49,Cc1cc(Cl)cc(Cl)c1CNC(=O)C1COc2ncccc21,1.8,8.74,25.93,0.54,5.25,17.07
465.84,4.9,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@@H]2CCC[C@H]1c1nnc(-c3ccc(F)cn3)n1C2,13.3,7.88,16.91,0.34,2.98,12.32
339.44,2.5,Cc1cccc(C(=O)NCC(c2cccnc2)N2CCOCC2)c1C,2700.0,5.57,16.41,0.3,3.07,10.23
465.83,5.1,O=C(NCC(c1ccc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(F)cccc1Cl,0.62,9.21,19.77,0.41,4.11,20.36
362.38,1.87,Cc1ncc(C(CNC(=O)c2c(F)cccc2F)N2CCOCC2)cn1,1100.0,5.96,16.44,0.31,4.09,8.85
406.25,3.83,C[C@H]1Cn2c(nnc2-c2cccc(F)n2)CN1C(=O)c1cccc(Cl)c1Cl,23.0,7.64,18.8,0.39,3.81,11.95
173.17,1.08,O=Cc1cn(-c2ccccc2)nn1,478.0,6.32,36.5,0.66,5.24,13.23
409.8,4.06,CC1Cc2c(-c3ccn[nH]3)n[nH]c2CN1C(=O)c1cccc(C(F)(F)F)c1Cl,8.1,8.09,19.75,0.39,4.03,10.42
402.29,4.04,Cc1ccc(-n2nnc3c2CCN(C(=O)c2cccc(Cl)c2Cl)C3C)nc1,289.1,6.54,16.25,0.33,2.5,10.23
615.67,4.6,O=C(NC1CC1)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc([N+](=O)[O-])cc4)CC3)cc2)c1,152.0,6.82,11.07,0.21,2.22,4.43
557.59,4.81,O=C(c1ccc([N+](=O)[O-])cc1)N1CCC(c2nc3cc(OS(=O)(=O)c4cccc5cnccc45)ccc3[nH]2)CC1,13.0,7.89,14.14,0.27,3.08,5.31
710.99,4.28,O=C(c1cc(Br)ccc1Cl)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,361.0,6.44,9.06,0.2,2.16,4.78
597.65,2.86,O=C(c1ccccc1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,664.0,6.18,10.34,0.2,3.32,4.59
721.86,5.13,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,250.0,6.6,9.15,0.18,1.47,5.08
617.73,3.52,O=C(CC1CCCCC1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,107.0,6.97,11.28,0.22,3.45,5.18
666.54,4.17,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,32.0,7.5,11.24,0.23,3.32,5.57
655.78,3.77,O=C(N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1)C12CC3CC(CC(C3)C1)C2,12.0,7.92,12.08,0.23,4.15,5.88
480.95,0.87,COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,4.0,8.4,17.46,0.35,7.53,6.19
527.95,5.04,CS(=O)(=O)Oc1ccc(-c2cncn2C2CCN(C(=O)c3ccc(Cl)c(C(F)(F)F)c3)CC2)cc1,1570.0,5.8,10.99,0.23,0.76,7.12
420.37,3.11,Cc1c(C(=O)N2Cc3nnn(-c4ncc(F)cn4)c3C[C@@H]2C)cccc1C(F)(F)F,14.0,7.85,18.68,0.36,4.74,10.23
379.18,2.7,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Br,7.1,8.15,21.49,0.51,5.45,16.49
426.18,2.55,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1I,5.3,8.28,19.42,0.51,5.73,16.75
428.44,2.22,O=C(NCC(c1ccc(C(F)(F)F)nc1)N1CCOCC1)C1COc2ncsc21,332.0,6.48,15.12,0.31,4.26,8.46
442.92,3.65,O=C(NCC(c1ccc(Cl)nc1)N1CCC(F)(F)CC1)C1CCOc2ncsc21,74.0,7.13,16.1,0.34,3.48,10.59
322.47,3.01,O=C(N[C@H](CO)C1CCCCC1)C1CCCCc2ncsc21,348.0,6.46,20.03,0.4,3.45,10.38
411.72,4.45,O=C(NCc1ccc(Cl)cc1Cl)[C@@H]1CCC(=O)N1Cc1ccccc1Cl,3461.2,5.46,13.26,0.29,1.01,11.05
353.21,3.4,O=C(NCc1ccc(Cl)cc1Cl)[C@@H]1CCC(=O)N1c1ccoc1,199.5,6.7,18.97,0.4,3.3,10.71
425.88,4.99,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,8.2,8.09,18.99,0.38,3.1,17.88
412.86,4.47,COCCOc1ccc2c(C(=O)NCC3CCC(F)(F)CC3)c(Cl)ccc2n1,25.0,7.6,18.41,0.37,3.13,12.58
363.24,4.06,O=C(Cc1c(Cl)cc(Cl)cc1C1CC1)NC1COc2ncccc21,54.0,7.27,20.01,0.41,3.21,14.19
356.28,2.91,O=C(Cc1ccc(OC(F)(F)F)c(F)c1)NC1COc2ncccc21,2445.0,5.61,15.75,0.31,2.7,9.28
331.73,2.54,N#Cc1c(F)ccc(CC(=O)NC2COc3ncccc32)c1Cl,31.0,7.51,22.63,0.45,4.97,10.01
370.76,3.85,Cc1cc2c(cn1)OCC2NC(=O)Cc1cccc(C(F)(F)F)c1Cl,63.0,7.2,19.42,0.39,3.35,14.06
348.19,3.05,N#Cc1c(Cl)ccc(CC(=O)NC2COc3ncccc32)c1Cl,219.0,6.66,19.13,0.4,3.61,8.88
452.6,4.23,O=c1[nH]c2ccccc2n1CCCN1CCN(C2c3ccccc3CCc3ccccc32)CC1,5200.0,5.28,11.67,0.21,1.05,11.94
473.57,3.82,COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2cccc3ncccc23)C(C)(C)C)cc1O[11CH3],40.0,7.4,15.59,0.29,3.58,6.13
481.88,4.88,Cc1nc2c(c(-c3ccn(CCF)n3)n1)C[C@@H](C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,31.0,7.51,15.58,0.31,2.63,11.75
615.64,3.0,O=C(c1ccc(F)cc1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,710.0,6.15,9.99,0.19,3.15,4.57
632.1,3.52,O=C(c1ccccc1Cl)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,583.0,6.23,9.86,0.19,2.71,4.63
583.67,3.22,O=c1cc(N2CCN(Cc3ccccc3)CC2)n(Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)c(=O)[nH]1,1200.0,5.92,10.14,0.19,2.7,5.03
734.67,4.28,O=C(N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1)C12CC3CC(CC(Br)(C3)C1)C2,31.0,7.51,10.22,0.21,3.23,5.58
683.83,4.55,CC12CC3CC(C)(C1)CC(C(=O)N1CCN(c4cc(=O)[nH]c(=O)n4Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4)CC1)(C3)C2,252.0,6.6,9.65,0.18,2.05,4.9
435.84,4.37,Cc1ncccc1-c1nnc2n1C[C@H](C)N(Cc1cccc(C(F)(F)F)c1Cl)C2=O,13.2,7.88,18.08,0.36,3.51,12.33
413.4,4.03,Cc1c(C(=O)N2[C@H]3CC[C@@H]2c2nnc(-c4ccccn4)n2C3)cccc1C(F)(F)F,7.7,8.11,19.63,0.37,4.08,12.7
447.85,4.45,O=C1c2nnc(-c3cccnc3)n2CC(C2CC2)N1Cc1cccc(C(F)(F)F)c1Cl,4.3,8.37,18.68,0.37,3.92,13.09
299.42,3.1,O=C(NCc1ccncc1)NCC12CC3CC(CC(C3)C1)C2,6750.0,5.17,17.27,0.32,2.07,9.57
