Molecular Weight,AlogP,Smiles,IC50_nM,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
389.95,4.63,O=C(NCC1(c2ccc(Cl)nc2)CCCCC1)C1CCCc2ncsc21,3.4,8.47,21.72,0.44,3.84,15.43
441.88,4.11,O=C(NC[C@]1(O)CCCC(F)(F)C1)c1c(Cl)ccc2nc(N3CC[C@@H](F)C3)ccc12,36.4,7.44,16.83,0.34,3.33,11.36
419.93,4.11,C[C@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CC[C@@H](F)C4)ccc23)C1,24.8,7.61,18.11,0.36,3.5,11.62
308.45,2.62,O=C(N[C@H](CO)C1CCCCC1)C1CCCc2ncsc21,41.0,7.39,23.95,0.48,4.77,11.87
425.93,4.87,O=C(NCC1(c2ccc(Cl)nc2)CCC(F)(F)CC1)C1CCCc2ncsc21,6.3,8.2,19.25,0.4,3.33,14.94
408.1,4.0,O=C(NCc1c(Cl)cc(Cl)cc1Br)C1COc2ncsc21,7.3,8.14,19.94,0.53,4.14,15.89
370.31,4.16,Nc1nc2c(s1)C(C(=O)NCc1ccc(Cl)cc1Cl)CCCC2,94.0,7.03,18.98,0.42,2.87,10.33
422.57,3.77,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,92000.0,4.04,9.55,0.18,0.27,4.68
721.86,5.13,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3ccncc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,149.0,6.83,9.46,0.18,1.7,5.25
583.63,5.25,O=C(c1ccc([N+](=O)[O-])cc1)N1CCC(n2cncc2-c2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,1.49,8.83,15.12,0.29,3.58,6.42
581.7,5.41,CN(C)c1cccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)c1,155.0,6.81,11.71,0.22,1.4,6.97
596.71,5.57,CC(C)(O)c1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,109.0,6.96,11.67,0.22,1.39,6.07
542.62,4.68,COc1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc(C#N)c4)cc3)CC2)cc1,312.0,6.51,11.99,0.23,1.83,5.68
700.1,4.54,O=C(c1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,18.0,7.75,11.06,0.22,3.2,5.75
447.89,5.87,CCc1nc2c(n1-c1ccccc1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2C,105.9,6.97,15.57,0.31,1.11,18.29
425.23,3.23,CC1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccc(F)c(Cl)c1Cl,13.3,7.88,18.52,0.38,4.65,10.26
375.22,2.56,O=C(c1ccc(Cl)cc1Cl)N1CCc2c(nnn2-c2cnccn2)C1,94.6,7.02,18.72,0.38,4.46,9.15
358.76,2.05,O=C(c1ccc(Cl)cc1F)N1CCc2c(nnn2-c2ncccn2)C1,567.5,6.25,17.41,0.34,4.2,8.13
388.35,2.58,Cc1c(C(=O)N2CCc3c(nnn3-c3ncccn3)C2)cccc1C(F)(F)F,3.1,8.51,21.91,0.42,5.93,11.08
391.23,3.91,O=C(c1ccc(Cl)cc1Cl)N1CCc2c(ncn2-c2ccc(F)cn2)C1,1111.7,5.95,15.22,0.31,2.04,11.67
439.85,4.43,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3cscn3)n1C2,5.0,8.3,18.87,0.39,3.87,12.99
422.8,3.45,C[C@H]1Cn2c(nnc2-c2ncccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,0.9,9.05,21.39,0.43,5.6,11.78
432.27,5.34,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)CC2(C(F)(F)F)CC2)cn1,1.5,8.82,20.41,0.43,3.48,16.08
370.76,3.85,Cc1cncc2c1C(NC(=O)Cc1cccc(C(F)(F)F)c1Cl)CO2,5.6,8.25,22.26,0.45,4.4,16.11
323.18,3.18,O=C(Cc1ccc(Cl)cc1Cl)NC1COc2ncccc21,40.0,7.4,22.89,0.48,4.22,14.44
337.21,3.74,CC(C(=O)NC1COc2ncccc21)c1ccc(Cl)cc1Cl,15.0,7.82,23.2,0.49,4.08,15.28
450.96,4.58,CN(C)[C@@H]1CCN(c2ccc3c(C(=O)NCC4CCC(F)(F)CC4)c(Cl)ccc3n2)C1,27.0,7.57,16.78,0.33,2.99,15.62
450.96,4.58,CN(C)[C@H]1CCN(c2ccc3c(C(=O)NCC4CCC(F)(F)CC4)c(Cl)ccc3n2)C1,50.0,7.3,16.19,0.32,2.72,15.06
405.26,4.61,CC1CN(C(=O)c2cccc(Cl)c2Cl)Cc2nnc(-c3ccc(F)cc3)n21,1670.0,5.78,14.26,0.29,1.17,11.32
374.23,3.3,O=C(c1cccc(Cl)c1Cl)N1CCn2c(nnc2-c2ccccn2)C1,7.9,8.1,21.65,0.44,4.8,12.68
375.22,2.7,O=C(c1cccc(Cl)c1Cl)N1CCn2c(nnc2-c2cnccn2)C1,1.9,8.72,23.24,0.48,6.02,11.36
418.28,3.7,COc1ccnc(-c2nnc3n2C[C@H](C)N(C(=O)c2cccc(Cl)c2Cl)C3)c1,7.7,8.11,19.4,0.4,4.41,11.09
388.26,3.69,C[C@H]1Cn2c(nnc2-c2ccccn2)CN1C(=O)c1cccc(Cl)c1Cl,6.3,8.2,21.12,0.43,4.51,12.83
391.18,4.2,O=C(Cc1c(Cl)cc(Cl)cc1C(F)(F)F)NC1COc2ncccc21,242.0,6.62,16.91,0.36,2.42,12.92
320.75,3.06,O=C(Cc1c(F)cccc1Cl)NC1CCOc2ncccc21,2630.0,5.58,17.4,0.35,2.52,10.89
273.29,1.56,Cc1cc(CC(=O)NC2CCOc3ncccc32)on1,2080.0,5.68,20.79,0.39,4.12,7.36
353.21,2.71,O=C(NC1COc2ncccc21)C(CO)c1ccc(Cl)cc1Cl,21.0,7.68,21.74,0.46,4.97,10.75
337.21,3.74,CC(C(=O)NC1COc2ncccc21)c1ccc(Cl)cc1Cl,11.0,7.96,23.6,0.49,4.22,15.54
313.74,2.4,N#Cc1ccc(CC(=O)NC2COc3ncccc32)c(Cl)c1,123.0,6.91,22.02,0.43,4.51,9.21
370.76,4.11,CC(C(=O)NC1COc2ncccc21)c1cccc(C(F)(F)F)c1Cl,41.0,7.39,19.92,0.4,3.28,14.42
483.72,4.67,O=C1C=CN(C(=O)Nc2cc(OCCO)c(Cl)cc2Br)[C@H](c2ccc(F)cc2)C1,40.0,7.4,15.29,0.35,2.73,9.38
314.82,3.47,CN1CCN(C(=O)c2ccccc2Cl)CC1c1ccccc1,48977.88,4.31,13.69,0.27,0.84,18.3
408.43,2.83,Cc1ccccc1Nc1c(N2CCN(C(=O)Nc3ccc(F)cc3)CC2)c(=O)c1=O,758.58,6.12,14.98,0.28,3.29,7.49
424.89,3.34,Cc1ccccc1Nc1c(N2CCN(C(=O)Nc3ccc(Cl)cc3)CC2)c(=O)c1=O,158.49,6.8,16.0,0.31,3.46,8.32
294.4,3.63,Cc1ccccc1C(=O)NCC1(c2cccnc2)CCCC1,3600.0,5.44,18.49,0.34,1.81,12.96
400.8,4.89,O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1c(F)cccc1Cl,14.0,7.85,19.6,0.4,2.96,18.7
384.35,4.38,O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1cc(F)ccc1F,1500.0,5.82,15.15,0.29,1.44,13.87
406.25,3.7,CC1Cc2c(nnn2-c2cc(F)ccn2)CN1C(=O)c1cccc(Cl)c1Cl,8.9,8.05,19.82,0.41,4.35,12.6
407.24,3.26,CC1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(Cl)c1Cl,3.3,8.48,20.83,0.43,5.22,11.04
439.8,4.23,C[C@H]1c2ncn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,3981.1,5.4,12.28,0.25,1.17,8.45
439.8,4.06,C[C@H]1Cc2c(nnn2-c2cc(F)ccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,8.6,8.07,18.34,0.37,4.01,12.62
425.23,3.23,C[C@@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccc(F)c(Cl)c1Cl,8491.8,5.07,11.93,0.25,1.84,6.6
372.79,2.61,CC1c2nnn(-c3cnccn3)c2CCN1C(=O)c1ccc(Cl)cc1F,74.5,7.13,19.12,0.37,4.52,9.28
420.82,4.53,C[C@H]1Cc2c(nnn2-c2ccccc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,6.8,8.17,19.41,0.38,3.64,16.01
435.84,4.4,Cc1cccnc1-n1nnc2c1CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@@H]2C,99.1,7.0,16.07,0.32,2.6,10.96
475.78,4.76,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nc(C(F)(F)F)nc2-c2ccn[nH]2)C1,65.5,7.18,15.1,0.31,2.42,9.61
425.88,4.99,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@@H](F)C3)ccc12,104.0,6.98,16.4,0.33,1.99,15.44
306.72,2.67,O=C(Cc1ccc(F)cc1Cl)NC1COc2ncccc21,103.0,6.99,22.78,0.45,4.32,13.64
322.29,2.89,O=C(Cc1ccc(C(F)(F)F)cc1)NC1COc2ncccc21,1170.0,5.93,18.41,0.35,3.04,11.58
340.28,3.03,O=C(Cc1ccc(F)cc1C(F)(F)F)NC1COc2ncccc21,393.0,6.41,18.82,0.36,3.38,12.51
337.21,3.57,O=C(CCc1ccc(Cl)cc1Cl)NC1COc2ncccc21,3460.0,5.46,16.19,0.34,1.89,10.66
337.21,3.57,O=C(Cc1ccc(Cl)c(Cl)c1)NC1CCOc2ncccc21,1265.0,5.9,17.49,0.37,2.33,11.51
388.26,3.86,C[C@@H]1c2nnc(-c3ccccn3)n2CCN1C(=O)c1cccc(Cl)c1Cl,1.4,8.85,22.8,0.47,4.99,13.85
616.72,4.75,CS(=O)(=O)c1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,0.32,9.49,15.4,0.3,4.74,7.39
436.83,4.01,Cc1cc(-c2nnc3n2C[C@@H]2CC[C@H]3N2C(=O)c2cccc(C(F)(F)F)c2Cl)[nH]n1,14.4,7.84,17.95,0.36,3.83,9.84
318.42,5.35,O=C(NC1CCCCC1)N1c2ccccc2C=Cc2ccccc21,40800.0,4.39,13.78,0.25,-0.96,13.57
375.22,2.56,O=C(c1cccc(Cl)c1Cl)N1CCc2c(ncnc2-n2nccn2)C1,4.5,8.35,22.25,0.46,5.79,10.87
384.27,4.65,O=C(c1cccc(Cl)c1Cl)N1CCc2c(ncnc2-c2ccccc2)C1,36.5,7.44,19.36,0.39,2.79,16.14
411.77,3.65,C[C@H]1Cn2c(nnc2-c2cnco2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,39.8,7.4,17.97,0.36,3.75,9.6
422.8,3.45,C[C@H]1Cn2c(nnc2-c2ccncn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,3.8,8.42,19.92,0.4,4.97,10.96
453.83,4.57,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1ccc(F)c(C(F)(F)F)c1Cl)C2,10.0,8.0,17.63,0.35,3.43,10.7
374.23,3.37,O=C(c1cccc(Cl)c1Cl)N1CCc2c(ncnc2-c2ccn[nH]2)C1,562.0,6.25,16.7,0.34,2.88,8.36
422.8,3.49,C[C@@H]1c2nnn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,3.467,8.46,20.01,0.4,4.97,11.02
385.83,3.55,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1ccc(Cl)cc1F)C2,19.0,7.72,20.01,0.39,4.17,10.33
434.85,4.76,CCc1nnc2n1CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@@H]2c1ccccc1,2.4,8.62,19.82,0.39,3.86,16.89
435.84,4.43,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@H](C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,1745.8,5.76,13.21,0.26,1.33,7.7
439.8,4.44,CC1c2ncnc(-c3ccn[nH]3)c2CCN1C(=O)c1ccc(F)c(C(F)(F)F)c1Cl,13.9,7.86,17.86,0.36,3.42,10.51
393.9,4.28,O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1Cl)C12CC3CC(CC(C3)C1)C2,2530.0,5.6,14.21,0.29,1.32,6.64
282.13,3.95,O=C(Nc1cccc(Cl)c1)c1cc(Cl)ccc1O,599.0,6.22,22.06,0.47,2.27,12.61
453.83,4.57,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(F)c(C(F)(F)F)c1Cl)C2,16.4,7.79,17.15,0.34,3.22,10.41
581.7,5.41,CN(C)c1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,0.11,9.96,17.12,0.32,4.55,10.2
563.64,5.21,N#Cc1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,269.0,6.57,11.66,0.22,1.36,5.56
455.47,4.19,Cl.O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CCCNCCCO)ccc1Cl,0.23,9.64,23.0,0.45,5.45,15.71
687.1,5.44,O=C1NC(=O)N(C2CCN(C(=O)c3ccc(Cl)c(C(F)(F)F)c3)CC2)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1,54.0,7.27,10.58,0.21,1.83,5.77
554.95,5.47,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1c(Cl)ccc2nc(NC3CC3)ccc12,64.0,7.19,12.96,0.26,1.72,8.66
439.8,4.44,C[C@@H]1c2ncnc(-c3ccn[nH]3)c2CCN1C(=O)c1ccc(F)c(C(F)(F)F)c1Cl,5.9,8.23,18.71,0.37,3.79,11.01
439.8,4.44,C[C@H]1c2ncnc(-c3ccn[nH]3)c2CCN1C(=O)c1ccc(F)c(C(F)(F)F)c1Cl,968.3,6.01,13.67,0.27,1.57,8.04
417.82,5.01,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncnc2-c2ccccc2)C1,29.9,7.52,18.01,0.35,2.51,16.33
405.26,4.44,C[C@H]1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(Cl)c1Cl,182.0,6.74,16.63,0.34,2.3,13.21
700.1,4.54,O=C(c1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,14.0,7.85,11.22,0.22,3.31,5.83
434.85,5.09,C[C@@H]1c2nnn(-c3ccccc3)c2C[C@H](C)N1C(=O)c1cccc(C(F)(F)F)c1Cl,7.0,8.15,18.75,0.37,3.06,15.98
463.89,4.24,CN(C)CC1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,156.3,6.81,14.67,0.29,2.57,12.54
420.82,4.7,C[C@H]1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,1610.6,5.79,13.77,0.27,1.09,11.35
433.86,5.48,CC1(C)c2ncn(-c3ccccc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,975.0,6.01,13.85,0.27,0.53,15.76
433.82,4.91,CCC1c2ncn(-c3cnccn3)c2C=CN1C(=O)c1cccc(C(F)(F)F)c1Cl,16.7,7.78,17.93,0.35,2.87,12.17
406.8,4.26,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2[nH]nnc2C1c1ccccc1,63.1,7.2,17.7,0.35,2.94,11.64
439.8,4.23,C[C@H]1c2nnn(-c3cc(F)ccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,2491.7,5.6,12.74,0.26,1.37,8.77
422.8,3.32,CC1Cc2c(nnn2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,14.2,7.85,18.56,0.37,4.53,10.22
424.33,2.94,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cc(C(F)(F)F)ccc1F,5597.6,5.25,12.38,0.24,2.31,6.84
402.29,4.04,Cc1cccc(-n2nnc3c2CCN(C(=O)c2cccc(Cl)c2Cl)C3C)n1,6.0,8.22,20.44,0.42,4.18,12.86
436.83,3.8,Cc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@@H]3C)n1,5.4,8.27,18.93,0.38,4.47,10.77
437.85,4.08,CC1Cc2c(-c3ccnn3C)nn(C)c2CN1C(=O)c1cccc(C(F)(F)F)c1Cl,12.7,7.9,18.03,0.36,3.82,14.11
421.81,3.75,Cn1ccc(-c2ncnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3)n1,26.1,7.58,17.98,0.36,3.83,11.87
421.81,4.06,C[C@H]1Cn2c(nnc2-c2cccnc2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1.0,9.0,21.34,0.42,4.94,14.08
397.85,3.85,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(NCCO)ccc12,76.0,7.12,17.89,0.36,3.27,9.59
411.88,4.5,COCCNc1ccc2c(C(=O)NCC3CCC(F)(F)CC3)c(Cl)ccc2n1,180.0,6.75,16.38,0.33,2.24,10.66
302.76,2.92,O=C(NCc1ccc(Cl)cc1)C1CCOc2ncccc21,475.0,6.32,20.89,0.41,3.4,12.35
423.4,1.56,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)C1COc2ncccc21,124.0,6.91,16.31,0.31,5.35,7.72
397.28,3.94,O=C(NCC(c1ccc(F)cc1)N1CCOCC1)c1cccc(Cl)c1Cl,11.0,7.96,20.03,0.42,4.02,19.15
393.31,4.11,Cc1cccc(C(=O)NC[C@H](c2ccc(Cl)cc2)N2CCOCC2)c1Cl,0.53,9.28,23.58,0.49,5.17,22.31
397.73,5.21,O=C(NCC(c1ccc(Cl)cc1)N1CCCC1)c1cccc(Cl)c1Cl,1800.0,5.75,14.44,0.31,0.53,17.76
394.85,3.64,Cc1ncc(C(CNC(=O)c2ccccc2Cl)N2CCC(F)(F)CC2)cn1,13.0,7.89,19.97,0.4,4.25,13.57
465.83,5.1,O=C(NCC(c1ccc(C(F)(F)F)nc1)N1CCC(F)(F)CC1)c1cccc(F)c1Cl,1.7,8.77,18.83,0.39,3.67,19.39
376.86,3.34,Cc1ncc(C(CNC(=O)c2ccccc2Cl)N2CCC(F)CC2)cn1,45.0,7.35,19.49,0.39,4.01,12.64
426.85,4.59,C[C@H]1Cc2c(nnn2-c2ccsc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,2.0,8.7,20.38,0.42,4.11,17.05
670.83,5.45,CC12CC3CC(C)(C1)CC(C(=O)N1CCC(N4C(=O)NC(=O)C4Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4)CC1)(C3)C2,81.0,7.09,10.57,0.2,1.64,5.63
616.74,4.28,O=C1NC(=O)N(C2CCN(C(=O)CC3CC4CCC3C4)CC2)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1,29.0,7.54,12.22,0.23,3.26,5.98
356.73,3.55,O=C(NCc1ccc(C(F)(F)F)cc1Cl)C1COc2ncccc21,80.4,7.09,19.89,0.4,3.54,13.85
550.64,3.11,CC(C)C(=O)N1CCC(N2C(=O)NC(=O)C2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,7220.0,5.14,9.34,0.18,2.03,4.08
590.7,4.04,O=C1NC(=O)N(C2CCN(C(=O)C3CCCCC3)CC2)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1,133.0,6.88,11.64,0.22,2.84,5.46
628.75,4.28,O=C1NC(=O)N(C2CCN(C(=O)C34CC5CC(CC3C5)C4)CC2)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1,69.0,7.16,11.39,0.22,2.88,5.68
644.71,3.79,COc1ccc(C(=O)N2CCC(N3C(=O)NC(=O)C3Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1OC,3760.0,5.42,8.41,0.16,1.63,3.76
605.04,6.05,Nc1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc(Cl)c(C(F)(F)F)c4)CC3)cc2)c1,565.0,6.25,10.33,0.21,0.2,5.81
640.72,2.93,CN(C)c1ccc(C(=O)N2CCN(c3cc(=O)[nH]c(=O)n3Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,1.53,8.81,13.76,0.26,5.89,6.39
615.03,6.57,O=C(c1ccc(Cl)c(C(F)(F)F)c1)N1CCC(c2nc3cc(OS(=O)(=O)c4cccc5cnccc45)ccc3[nH]2)CC1,210.0,6.68,10.86,0.22,0.11,6.34
615.03,6.34,N#Cc1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc(Cl)c(C(F)(F)F)c4)CC3)cc2)c1,4.28,8.37,13.61,0.27,2.03,7.95
587.7,4.22,CNC(=O)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc(N(C)C)cc4)CC3)cc2)c1,22.0,7.66,13.03,0.25,3.44,6.73
675.75,2.27,CS(=O)(=O)c1ccc(C(=O)N2CCN(c3cc(=O)[nH]c(=O)n3Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,50.0,7.3,10.8,0.21,5.03,4.32
668.92,7.23,O=C(c1ccc(Cl)c(C(F)(F)F)c1)N1CCC(n2cncc2-c2ccc(OS(=O)(=O)c3cccc(Br)c3)cc2)CC1,896.0,6.05,9.04,0.2,-1.18,7.42
596.71,5.57,CC(C)(O)c1ccc(C(=O)N2CCC(n3cncc3-c3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)CC2)cc1,4.7,8.33,13.96,0.26,2.76,7.27
474.57,3.82,COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2cccc3ncccc23)C(C)(C)C)cc1OC,90.0,7.05,14.85,0.27,3.23,5.84
439.33,6.21,O=C(NCC(CC1(C(F)F)CC1)c1ccc(C2CC2)nc1)c1cccc(Cl)c1Cl,0.79,9.1,20.72,0.43,2.89,21.68
422.8,3.32,C[C@H]1Cc2c(nnn2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,7.3,8.14,19.24,0.38,4.82,10.59
438.84,3.74,CCn1nccc1-n1nnc2c1C[C@H](C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,19.0,7.72,17.59,0.35,3.98,11.22
455.34,4.86,O=C(NCC(c1cnc(C2CC2)nc1)N1CCC(F)(F)CC1)c1c(Cl)cccc1Cl,5.8,8.24,18.09,0.37,3.38,14.17
438.88,4.35,O=C(NCC(c1cnc(C2CC2)nc1)N1CCC(F)(F)CC1)c1c(F)cccc1Cl,9.9,8.0,18.24,0.36,3.65,13.77
407.89,5.04,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CCCC3)ccc12,108.0,6.97,17.08,0.34,1.93,15.4
418.85,3.28,Cc1cc(Cl)c(OCCO)cc1NC(=O)C1=CNC(=O)C[C@H]1c1ccc(F)cc1,23.0,7.64,18.24,0.36,4.36,8.71
464.47,3.5,Cc1cc(F)c(-c2ccnn(C)c2=O)cc1NC(=O)C1=CN(C)C(=O)C[C@H]1c1ccc(F)cc1,8.0,8.1,17.43,0.33,4.6,9.6
436.42,3.18,CN1C=C(C(=O)Nc2cc(-c3ccn[nH]c3=O)ccc2F)[C@H](c2ccc(F)cc2)CC1=O,26.0,7.58,17.38,0.32,4.41,7.97
432.46,3.5,Cc1ccc(-n2ccccc2=O)cc1NC(=O)C1=CN(C)C(=O)N[C@H]1c1ccc(F)cc1,22.0,7.66,17.71,0.33,4.16,9.18
432.46,3.5,Cc1ccc(-n2ccccc2=O)cc1NC(=O)C1=CN(C)C(=O)N[C@H]1c1ccc(F)cc1,21.0,7.68,17.75,0.33,4.18,9.2
326.42,3.88,N#C/N=C(\NCC12CC3CC(CC(C3)C1)C2)Nc1ccc(F)cc1,174.0,6.76,20.71,0.38,2.88,11.23
421.81,4.06,C[C@H]1Cn2c(nnc2-c2cccnc2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1.9,8.72,20.68,0.41,4.66,13.65
302.16,1.63,CN1C(=O)NC[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,10.0,8.0,26.48,0.58,6.37,13.02
362.78,3.23,CN1C(=O)C(C)(C)C[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,25.0,7.6,20.96,0.43,4.37,15.39
637.64,4.25,O=c1cc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)n(Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)c(=O)[nH]1,2140.0,5.67,8.89,0.17,1.42,4.82
669.8,4.16,O=C(CC12CC3CC(CC(C3)C1)C2)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,21.0,7.68,11.46,0.22,3.52,5.7
417.26,5.72,O=C(NCC(CC1CC1)c1ccc(C(F)(F)F)nc1)c1cccc(Cl)c1Cl,0.55,9.26,22.19,0.47,3.54,22.05
400.8,4.89,O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1cccc(Cl)c1F,11.0,7.96,19.86,0.4,3.07,18.95
401.79,4.6,O=C(NCC(CC1CC1)c1cnc(C(F)(F)F)nc1)c1c(F)cccc1Cl,22.0,7.66,19.06,0.39,3.06,13.95
417.26,5.72,O=C(NCC(CC1CC1)c1ccc(C(F)(F)F)nc1)c1c(Cl)cccc1Cl,0.89,9.05,21.69,0.46,3.33,21.55
397.83,4.64,CC(CNC(=O)c1ccccc1Cl)(CC1CC1)c1cnc(C(F)(F)F)nc1,460.0,6.34,15.93,0.32,1.7,11.55
382.81,5.13,O=C(NCC(CC1CC1)c1ccc(C(F)F)nc1)c1cccc(F)c1Cl,19.0,7.72,20.17,0.41,2.59,18.39
411.86,4.92,Cc1ncc(C(CNC(=O)c2c(F)cccc2Cl)C2CCC(F)(F)CC2)cn1,150.0,6.82,16.57,0.33,1.9,12.43
422.81,5.45,O=C(NCC(c1ccc(F)cc1)c1ccc(C(F)(F)F)nc1)c1ccccc1Cl,3.1,8.51,20.12,0.4,3.06,20.26
458.24,5.5,O=C(NCC(c1ccc(F)cc1)c1cnc(C(F)(F)F)nc1)c1cccc(Cl)c1Cl,1.1,8.96,19.55,0.41,3.46,16.32
441.79,4.99,O=C(NCC(c1ccc(F)cc1)c1cnc(C(F)(F)F)nc1)c1c(F)cccc1Cl,6.7,8.17,18.5,0.37,3.18,14.89
441.79,4.99,O=C(NCC(c1ccc(F)cc1)c1cnc(C(F)(F)F)nc1)c1c(F)cccc1Cl,2.6,8.59,19.43,0.39,3.6,15.64
